TNH-0002|373012500.00|0.00|373012500.00|0.00|0|0
TNH-0004|264450000.00|0.00|264450000.00|0.00|0|0
TNH-0006|74992000.00|0.00|74992000.00|0.00|0|0
TNH-0008|7500000.00|0.00|7500000.00|0.00|0|0
TNH-0010|721000000.00|0.00|721000000.00|0.00|0|0
BGN-0001|124000000.00|124000000.00|0.00|0.00|0|120
BGN-0003|77500000.00|77500000.00|0.00|0.00|0|120
BGN-0005|40000000.00|40000000.00|0.00|0.00|0|120
BGN-0007|58000000.00|58000000.00|0.00|0.00|0|120
BGN-0009|9500000.00|9500000.00|0.00|0.00|0|120
BGN-0011|68000000.00|68000000.00|0.00|0.00|0|120
BGN-0013|39250000.00|39250000.00|0.00|0.00|0|120
BGN-0015|64000000.00|64000000.00|0.00|0.00|0|120
BGN-0017|64000000.00|63547400.61|452599.39|452599.39|1|120
BGN-0019|65000000.00|63572635.14|1427364.86|475788.29|3|120
BGN-0021|20000000.00|19244100.29|755899.71|151179.94|5|120
BGN-0023|3000000.00|2861842.11|138157.89|23026.32|6|120
BGN-0025|47000000.00|43610576.92|3389423.08|376602.56|9|120
BGN-0027|7935000.00|7362764.42|572235.58|63581.73|9|120
BGN-0029|8300000.00|7625918.08|674081.92|67408.19|10|120
BGN-0031|20000000.00|15500000.00|4500000.00|166666.67|27|120
BGN-0033|10000000.00|7750000.00|2250000.00|83333.33|27|120
BGN-0035|14065000.00|10783166.67|3281833.33|117208.33|28|120
BGN-0037|24400000.00|17080000.00|7320000.00|203333.33|36|120
KDR-0001|258015000.00|258015000.00|0.00|0.00|0|96
KDR-0003|11760273.00|11760273.00|0.00|0.00|0|96
KDR-0005|321312180.00|321312180.00|0.00|0.00|0|96
KDR-0007|159575520.00|159575520.00|0.00|0.00|0|96
KDR-0009|72919000.00|72919000.00|0.00|0.00|0|96
KDR-0011|135000000.00|135000000.00|0.00|0.00|0|96
KDR-0013|27000000.00|24750000.00|2250000.00|281250.00|8|96
KDR-0015|525798600.00|208128612.50|317669987.50|5477068.75|58|96
KDR-0017|30192399.00|5975578.97|24216820.03|314504.16|77|96
KDR-0019|282760478.00|38290481.40|244469996.60|2945421.65|83|96
KDR-0021|28671531.00|2389294.25|26282236.75|298661.78|88|96
PBK-0001|1400000.00|1400000.00|0.00|0.00|0|96
PBK-0003|10100000.00|10100000.00|0.00|0.00|0|96
PBK-0005|637000.00|637000.00|0.00|0.00|0|96
PBK-0007|450000.00|450000.00|0.00|0.00|0|96
PBK-0009|1000000.00|1000000.00|0.00|0.00|0|96
PBK-0011|4770000.00|4571250.00|198750.00|49687.50|4|96
PBK-0013|24818182.00|19389204.69|5428977.31|258522.73|21|96
PBK-0015|5031000.00|2882343.75|2148656.25|52406.25|41|96
PBK-0017|5580000.00|3196875.00|2383125.00|58125.00|41|96
PBK-0019|6862500.00|3931640.62|2930859.38|71484.38|41|96
PBK-0021|4428000.00|2536875.00|1891125.00|46125.00|41|96
PBK-0023|950000.00|534375.00|415625.00|9895.83|42|96
PBK-0025|3030000.00|1609687.50|1420312.50|31562.50|45|96
PBK-0027|17244000.00|7723875.00|9520125.00|179625.00|53|96
PBK-0029|2500000.00|963541.67|1536458.33|26041.67|59|96
PBK-0033|2550000.00|929687.50|1620312.50|26562.50|61|96
PBK-0035|23200000.00|7250000.00|15950000.00|241666.67|66|96
PBK-0037|1000000.00|281250.00|718750.00|10416.67|69|96
PBK-0039|950000.00|158333.33|791666.67|9895.83|80|96
PKT-0001|9000000.00|9000000.00|0.00|0.00|0|48
PKT-0003|136000.00|136000.00|0.00|0.00|0|48
PKT-0005|618250.00|618250.00|0.00|0.00|0|48
PKT-0007|1600000.00|1600000.00|0.00|0.00|0|48
PKT-0009|6341000.00|6341000.00|0.00|0.00|0|48
PKT-0011|775000.00|775000.00|0.00|0.00|0|48
PKT-0013|825000.00|825000.00|0.00|0.00|0|48
PKT-0015|14000000.00|14000000.00|0.00|0.00|0|48
PKT-0017|575000.00|575000.00|0.00|0.00|0|48
PKT-0019|4500000.00|4500000.00|0.00|0.00|0|48
PKT-0021|1320000.00|1320000.00|0.00|0.00|0|48
PKT-0023|1340000.00|1340000.00|0.00|0.00|0|48
PKT-0025|1100000.00|1100000.00|0.00|0.00|0|48
PKT-0027|5820000.00|5820000.00|0.00|0.00|0|48
PKT-0029|850000.00|850000.00|0.00|0.00|0|48
PKT-0031|1575000.00|1575000.00|0.00|0.00|0|48
PKT-0033|3880000.00|3880000.00|0.00|0.00|0|48
PKT-0035|346300.00|346300.00|0.00|0.00|0|48
PKT-0037|475000.00|475000.00|0.00|0.00|0|48
PKT-0039|770000.00|770000.00|0.00|0.00|0|48
PKT-0041|3750000.00|3750000.00|0.00|0.00|0|48
PKT-0043|8150000.00|8150000.00|0.00|0.00|0|48
PKT-0045|910000.00|910000.00|0.00|0.00|0|48
PKT-0047|8750000.00|8750000.00|0.00|0.00|0|48
PKT-0049|18900000.00|18900000.00|0.00|0.00|0|48
PKT-0051|18954660.00|18954660.00|0.00|0.00|0|48
PKT-0053|4700000.00|4700000.00|0.00|0.00|0|48
PKT-0055|2300000.00|2300000.00|0.00|0.00|0|48
PKT-0057|2475000.00|2475000.00|0.00|0.00|0|48
PKT-0059|6100000.00|6100000.00|0.00|0.00|0|48
PKT-0061|2499000.00|2499000.00|0.00|0.00|0|48
PKT-0063|6546750.00|6546750.00|0.00|0.00|0|48
PKT-0065|2550000.00|2550000.00|0.00|0.00|0|48
PKT-0067|5670000.00|5670000.00|0.00|0.00|0|48
PKT-0069|5000000.00|5000000.00|0.00|0.00|0|48
PKT-0071|2550000.00|2550000.00|0.00|0.00|0|48
PKT-0073|5190000.00|5190000.00|0.00|0.00|0|48
PKT-0075|415000.00|415000.00|0.00|0.00|0|48
PKT-0077|7153637.00|7153637.00|0.00|0.00|0|48
PKT-0079|700000.00|700000.00|0.00|0.00|0|48
PKT-0081|797000.00|797000.00|0.00|0.00|0|48
PKT-0083|640000.00|640000.00|0.00|0.00|0|48
PKT-0085|900000.00|900000.00|0.00|0.00|0|48
PKT-0087|1200000.00|1200000.00|0.00|0.00|0|48
PKT-0089|5600000.00|5600000.00|0.00|0.00|0|48
PKT-0091|4500000.00|4500000.00|0.00|0.00|0|48
PKT-0093|5750000.00|5750000.00|0.00|0.00|0|48
PKT-0095|10060000.00|10060000.00|0.00|0.00|0|48
PKT-0097|115000.00|115000.00|0.00|0.00|0|48
PKT-0099|4179000.00|4179000.00|0.00|0.00|0|48
PKT-0101|2275000.00|2275000.00|0.00|0.00|0|48
PKT-0103|3800000.00|3800000.00|0.00|0.00|0|48
PKT-0105|4575000.00|4575000.00|0.00|0.00|0|48
PKT-0107|7560000.00|7560000.00|0.00|0.00|0|48
PKT-0109|3299000.00|3299000.00|0.00|0.00|0|48
PKT-0111|6100000.00|6100000.00|0.00|0.00|0|48
PKT-0113|6130000.00|6130000.00|0.00|0.00|0|48
PKT-0115|6200000.00|6200000.00|0.00|0.00|0|48
PKT-0117|5440000.00|5440000.00|0.00|0.00|0|48
PKT-0119|701000.00|701000.00|0.00|0.00|0|48
PKT-0121|27045200.00|27045200.00|0.00|0.00|0|48
PKT-0123|3900000.00|3900000.00|0.00|0.00|0|48
PKT-0125|235000.00|235000.00|0.00|0.00|0|48
PKT-0127|1225900.00|1225900.00|0.00|0.00|0|48
PKT-0129|1996000.00|1996000.00|0.00|0.00|0|48
PKT-0131|1448000.00|1448000.00|0.00|0.00|0|48
PKT-0133|4300000.00|4300000.00|0.00|0.00|0|48
PKT-0135|9980000.00|9980000.00|0.00|0.00|0|48
PKT-0137|11850000.00|11850000.00|0.00|0.00|0|48
PKT-0139|12197000.00|12197000.00|0.00|0.00|0|48
PKT-0141|50000000.00|50000000.00|0.00|0.00|0|48
PKT-0143|8525000.00|8525000.00|0.00|0.00|0|48
PKT-0145|12100000.00|12100000.00|0.00|0.00|0|48
PKT-0159|1100000.00|481250.00|618750.00|22916.67|27|48
TNH-0001|180500000.00|0.00|180500000.00|0.00|0|0
TNH-0003|155000000.00|0.00|155000000.00|0.00|0|0
TNH-0005|86558000.00|0.00|86558000.00|0.00|0|0
TNH-0007|1493850000.00|0.00|1493850000.00|0.00|0|0
TNH-0009|14500000000.00|0.00|14500000000.00|0.00|0|0
TNH-0011|77200000.00|0.00|77200000.00|0.00|0|0
BGN-0002|93000000.00|93000000.00|0.00|0.00|0|120
BGN-0004|39000000.00|39000000.00|0.00|0.00|0|120
BGN-0006|21000000.00|21000000.00|0.00|0.00|0|120
BGN-0008|60000000.00|60000000.00|0.00|0.00|0|120
BGN-0010|37000000.00|37000000.00|0.00|0.00|0|120
BGN-0012|35000000.00|35000000.00|0.00|0.00|0|120
BGN-0014|3600000.00|3600000.00|0.00|0.00|0|120
BGN-0016|64000000.00|63547400.61|452599.39|452599.39|1|120
BGN-0018|48000000.00|47309090.91|690909.09|345454.55|2|120
BGN-0020|10000000.00|9622050.15|377949.85|75589.97|5|120
BGN-0022|18500000.00|17800792.77|699207.23|139841.45|5|120
BGN-0024|25000000.00|23848684.21|1151315.79|191885.97|6|120
BGN-0026|7200000.00|6680769.23|519230.77|57692.31|9|120
BGN-0028|16095000.00|14934302.88|1160697.12|128966.35|9|120
BGN-0030|56400000.00|44650000.00|11750000.00|470000.00|25|120
BGN-0032|10000000.00|7750000.00|2250000.00|83333.33|27|120
BGN-0034|20000000.00|15500000.00|4500000.00|166666.67|27|120
BGN-0036|17500000.00|12250000.00|5250000.00|145833.33|36|120
BGN-0038|2366891932.00|177516894.90|2189375037.10|9862049.72|222|240
KDR-0002|278911510.00|278911510.00|0.00|0.00|0|96
KDR-0004|11893636.00|11893636.00|0.00|0.00|0|96
KDR-0006|21975000.00|21975000.00|0.00|0.00|0|96
KDR-0008|350363636.00|350363636.00|0.00|0.00|0|96
KDR-0010|60000000.00|60000000.00|0.00|0.00|0|96
KDR-0012|21400000.00|21177083.33|222916.67|222916.67|1|96
KDR-0014|525798600.00|213605681.25|312192918.75|5477068.75|57|96
KDR-0016|788697900.00|303977315.62|484720584.38|8215603.13|59|96
KDR-0018|612142766.00|82894332.90|529248433.10|6376487.15|83|96
KDR-0020|235749638.00|31924430.15|203825207.85|2455725.40|83|96
KDR-0022|463126809.00|24121187.97|439005621.03|4824237.59|91|96
PBK-0002|1800000.00|1800000.00|0.00|0.00|0|96
PBK-0004|970000.00|970000.00|0.00|0.00|0|96
PBK-0006|278000.00|278000.00|0.00|0.00|0|96
PBK-0008|550000.00|550000.00|0.00|0.00|0|96
PBK-0010|12521700.00|12521700.00|0.00|0.00|0|96
PBK-0012|1850000.00|1445312.50|404687.50|19270.83|21|96
PBK-0014|2000000.00|1458333.33|541666.67|20833.33|26|96
PBK-0016|2826000.00|1619062.50|1206937.50|29437.50|41|96
PBK-0018|2295000.00|1314843.75|980156.25|23906.25|41|96
PBK-0020|16425000.00|9410156.25|7014843.75|171093.75|41|96
PBK-0022|7476900.00|4283640.62|3193259.38|77884.38|41|96
PBK-0024|4600000.00|2587500.00|2012500.00|47916.67|42|96
PBK-0026|35000000.00|18593750.00|16406250.00|364583.33|45|96
PBK-0028|2300000.00|958333.33|1341666.67|23958.33|56|96
PBK-0030|1900000.00|712500.00|1187500.00|19791.67|60|96
PBK-0034|1081081.08|360360.36|720720.72|11261.26|64|96
PBK-0036|4850000.00|1515625.00|3334375.00|50520.83|66|96
PBK-0038|1500000.00|281250.00|1218750.00|15625.00|78|96
PBK-0040|4600000.00|718750.00|3881250.00|47916.67|81|96
PKT-0002|140000.00|140000.00|0.00|0.00|0|48
PKT-0004|4300000.00|4300000.00|0.00|0.00|0|48
PKT-0006|510000.00|510000.00|0.00|0.00|0|48
PKT-0008|16500000.00|16500000.00|0.00|0.00|0|48
PKT-0010|1275000.00|1275000.00|0.00|0.00|0|48
PKT-0012|208000.00|208000.00|0.00|0.00|0|48
PKT-0014|180000.00|180000.00|0.00|0.00|0|48
PKT-0016|876500.00|876500.00|0.00|0.00|0|48
PKT-0018|950000.00|950000.00|0.00|0.00|0|48
PKT-0020|4000000.00|4000000.00|0.00|0.00|0|48
PKT-0022|800000.00|800000.00|0.00|0.00|0|48
PKT-0024|1150000.00|1150000.00|0.00|0.00|0|48
PKT-0026|4200000.00|4200000.00|0.00|0.00|0|48
PKT-0028|500000.00|500000.00|0.00|0.00|0|48
PKT-0030|497000.00|497000.00|0.00|0.00|0|48
PKT-0032|650000.00|650000.00|0.00|0.00|0|48
PKT-0034|430000.00|430000.00|0.00|0.00|0|48
PKT-0036|2400000.00|2400000.00|0.00|0.00|0|48
PKT-0038|24415530.00|24415530.00|0.00|0.00|0|48
PKT-0040|3400000.00|3400000.00|0.00|0.00|0|48
PKT-0042|5480000.00|5480000.00|0.00|0.00|0|48
PKT-0044|710000.00|710000.00|0.00|0.00|0|48
PKT-0046|800000.00|800000.00|0.00|0.00|0|48
PKT-0048|3500000.00|3500000.00|0.00|0.00|0|48
PKT-0050|5900000.00|5900000.00|0.00|0.00|0|48
PKT-0052|16450000.00|16450000.00|0.00|0.00|0|48
PKT-0054|2699000.00|2699000.00|0.00|0.00|0|48
PKT-0056|6700000.00|6700000.00|0.00|0.00|0|48
PKT-0058|5200000.00|5200000.00|0.00|0.00|0|48
PKT-0060|3259000.00|3259000.00|0.00|0.00|0|48
PKT-0062|2175000.00|2175000.00|0.00|0.00|0|48
PKT-0064|5250000.00|5250000.00|0.00|0.00|0|48
PKT-0066|2525000.00|2525000.00|0.00|0.00|0|48
PKT-0068|1950000.00|1950000.00|0.00|0.00|0|48
PKT-0070|1275000.00|1275000.00|0.00|0.00|0|48
PKT-0072|6060000.00|6060000.00|0.00|0.00|0|48
PKT-0074|285000.00|285000.00|0.00|0.00|0|48
PKT-0076|1250000.00|1250000.00|0.00|0.00|0|48
PKT-0078|1439000.00|1439000.00|0.00|0.00|0|48
PKT-0080|249000.00|249000.00|0.00|0.00|0|48
PKT-0082|950000.00|950000.00|0.00|0.00|0|48
PKT-0084|1300000.00|1300000.00|0.00|0.00|0|48
PKT-0086|340000.00|340000.00|0.00|0.00|0|48
PKT-0088|1380000.00|1380000.00|0.00|0.00|0|48
PKT-0090|189000.00|189000.00|0.00|0.00|0|48
PKT-0092|2550000.00|2550000.00|0.00|0.00|0|48
PKT-0094|1225000.00|1225000.00|0.00|0.00|0|48
PKT-0096|4725000.00|4725000.00|0.00|0.00|0|48
PKT-0098|7109000.00|7109000.00|0.00|0.00|0|48
PKT-0100|2275000.00|2275000.00|0.00|0.00|0|48
PKT-0102|2500000.00|2500000.00|0.00|0.00|0|48
PKT-0104|1200000.00|1200000.00|0.00|0.00|0|48
PKT-0106|7900000.00|7900000.00|0.00|0.00|0|48
PKT-0108|1175000.00|1175000.00|0.00|0.00|0|48
PKT-0110|2060000.00|2060000.00|0.00|0.00|0|48
PKT-0112|6100000.00|6100000.00|0.00|0.00|0|48
PKT-0114|41545000.00|41545000.00|0.00|0.00|0|48
PKT-0116|855400.00|855400.00|0.00|0.00|0|48
PKT-0118|2258000.00|2258000.00|0.00|0.00|0|48
PKT-0120|6200000.00|6200000.00|0.00|0.00|0|48
PKT-0122|4706000.00|4706000.00|0.00|0.00|0|48
PKT-0124|1200000.00|1200000.00|0.00|0.00|0|48
PKT-0126|280000.00|280000.00|0.00|0.00|0|48
PKT-0128|13300000.00|13300000.00|0.00|0.00|0|48
PKT-0130|625000.00|625000.00|0.00|0.00|0|48
PKT-0132|24900000.00|24900000.00|0.00|0.00|0|48
PKT-0134|3105000.00|3105000.00|0.00|0.00|0|48
PKT-0136|32550000.00|32550000.00|0.00|0.00|0|48
PKT-0138|2020000.00|2020000.00|0.00|0.00|0|48
PKT-0140|2576100.00|2576100.00|0.00|0.00|0|48
PKT-0142|50000000.00|50000000.00|0.00|0.00|0|48
PKT-0144|2961900.00|2961900.00|0.00|0.00|0|48
PKT-0146|1878000.00|1799750.00|78250.00|39125.00|2|48
PKT-0147|9245000.00|8089375.00|1155625.00|192604.17|6|48
PKT-0148|2508600.00|2142762.50|365837.50|52262.50|7|48
PKT-0149|4700000.00|3622916.67|1077083.33|97916.67|11|48
PKT-0151|9306000.00|7173375.00|2132625.00|193875.00|11|48
PKT-0152|6300000.00|4725000.00|1575000.00|131250.00|12|48
PKT-0153|8600000.00|5554166.67|3045833.33|179166.67|17|48
PKT-0154|2799000.00|1749375.00|1049625.00|58312.50|18|48
PKT-0155|7250000.00|4531250.00|2718750.00|151041.67|18|48
PKT-0156|7350000.00|4593750.00|2756250.00|153125.00|18|48
PKT-0157|4750500.00|2771125.00|1979375.00|98968.75|20|48
PKT-0158|7600000.00|4275000.00|3325000.00|158333.33|21|48
PKT-0160|8584685.00|3219256.88|5365428.12|178847.60|30|48
PKT-0161|7503603.00|2813851.12|4689751.88|156325.06|30|48
PKT-0162|4147866.00|1555449.75|2592416.25|86413.88|30|48
PKT-0163|11300000.00|4002083.33|7297916.67|235416.67|31|48
PKT-0164|12938000.00|4312666.67|8625333.33|269541.67|32|48
PKT-0165|3799000.00|1266333.33|2532666.67|79145.83|32|48
PKT-0166|8017117.00|2338325.79|5678791.21|167023.27|34|48
PKT-0167|2072072.00|604354.33|1467717.67|43168.17|34|48
PKT-0168|7757855.00|1939463.75|5818391.25|161621.98|36|48
PKT-0169|4670200.00|1167550.00|3502650.00|97295.83|36|48
PKT-0170|3706712.00|926678.00|2780034.00|77223.17|36|48
PKT-0171|4400000.00|916666.67|3483333.33|91666.67|38|48
PKT-0172|2522524.00|472973.25|2049550.75|52552.58|39|48
PKT-0173|2229500.00|325135.42|1904364.58|46447.92|41|48
PKT-0174|18866600.00|1572216.67|17294383.33|393054.17|44|48
PKT-0175|2388155.00|199012.92|2189142.08|49753.23|44|48
PKT-0176|2073400.00|86391.67|1987008.33|43195.83|46|48
PKT-0177|3750000.00|78125.00|3671875.00|78125.00|47|48
PKT-0178|0.00|0.00|0.00|0.00|0|48
PKT-0179|0.00|0.00|0.00|0.00|0|48
