PKT-0168|2025-01-15|25%|Set Roller Blind - Ruang Meeting|7757855.00|1939463.75|5818391.25|A
PKT-0169|2025-01-23|25%|Unit Proyektor Infocus|4670200.00|1167550.00|3502650.00|A
PKT-0170|2025-01-24|25%|2 Unit Printer HP Smart 520|3706712.00|926678.00|2780034.00|A
PKT-0171|2025-03-14|25%|5 Buah Kursi IC046|4400000.00|916666.67|3483333.33|A
PKT-0172|2025-04-30|25%|Unit Mesin Absensi|2522524.00|472973.25|2049550.75|A
PKT-0173|2025-06-19|25%|Unit Dispenser SHARP SWD7|2229500.00|325135.42|1904364.58|A
PKT-0174|2025-09-17|25%|Unit Laptop LENOVO Yoga|18866600.00|1572216.67|17294383.33|A
PKT-0175|2025-09-23|25%|Unit PRINTER HP Smart Tank 580 Wifi|2388155.00|199012.92|2189142.08|A
PKT-0176|2025-11-06|25%|Unit PRINTER HP Smart Tank 580 Wifi|2073400.00|86391.67|1987008.33|A
PKT-0177|2025-12-23|25%|Unit KOMPUTER Desktop Core i7|3750000.00|78125.00|3671875.00|A
PKT-0178|2026-01-08|25%|Unit AC Merk GREE 2 PK|0.00|0.00|0.00|A
PKT-0179|2026-01-15|25%|Unit Monitor 22"|0.00|0.00|0.00|A
