'101BTB260100001','2026-01-07 00:00:00.000','102-201',150000.000000,0.000000,'(MATERIAL TAMBAHAN) NUGROHO TEKNIK 047/I/2026/F.NT','101BTB260100001'
'101BTB260100001','2026-01-07 00:00:00.000','102-110',4425000.000000,0.000000,'(LOKAL) NUGROHO TEKNIK 047/I/2026/F.NT','101BTB260100001'
'10103260100004','2026-01-07 00:00:00.000','102-001',0.000000,247123579.070000,'TR-UNIT TRUCK THERMO KING','10103260100004'
'101BTB260100008','2026-01-07 00:00:00.000','102-110',211550.000000,0.000000,'(LOKAL) ASIAN BEARINDO (ABS260105266)','101BTB260100008'
'10101260100007','2026-01-07 00:00:00.000','102-102',0.000000,2096683.280000,'TL-SPARE PARTS THERMO KING LOKAL','10101260100007'
'101BTB260100019','2026-01-07 00:00:00.000','102-010',5336000.000000,0.000000,'(TOYO UNIT) PT. THERMO ASRI MANDIRI 006/FK-TAM/I/2026','101BTB260100019'
'10203260100004','2026-01-07 00:00:00.000','102-020',0.000000,247123579.070000,'101260100003 PT. MANGGALA KIAT ANANDA                           UNIT KE-15','10203260100004'
'10203260100004','2026-01-07 00:00:00.000','102-001',247123579.070000,0.000000,'101260100003 PT. MANGGALA KIAT ANANDA                           UNIT KE-15','10203260100004'
'10102260100005','2026-01-07 00:00:00.000','102-110',0.000000,59988.200000,'L-LOKAL','10102260100005'
'10102260100005','2026-01-07 00:00:00.000','102-110',0.000000,117931.830000,'L-LOKAL','10102260100005'
'10102260100006','2026-01-07 00:00:00.000','102-101',0.000000,1401598.310000,'TS-SPARE PARTS THERMO KING','10102260100006'
'10102260100006','2026-01-07 00:00:00.000','102-101',0.000000,1305717.980000,'TS-SPARE PARTS THERMO KING','10102260100006'
'10102260100007','2026-01-07 00:00:00.000','102-110',0.000000,915401.510000,'L-LOKAL','10102260100007'
'10102260100007','2026-01-07 00:00:00.000','102-101',0.000000,294626.210000,'TS-SPARE PARTS THERMO KING','10102260100007'
'10102260100007','2026-01-07 00:00:00.000','102-101',0.000000,1889975.190000,'TS-SPARE PARTS THERMO KING','10102260100007'
'10102260100007','2026-01-07 00:00:00.000','102-101',0.000000,3443371.540000,'TS-SPARE PARTS THERMO KING','10102260100007'
'101KM260100020','2026-01-08 00:00:00.000','102-110',0.000000,2900000.000000,'PT. TIRTAMAS COLDTRANS NUSANTARA KE-1/T-1280E/CIM 1083197/FUSO/J005881  06861','101KM260100020'
'101KM260100021','2026-01-08 00:00:00.000','102-110',0.000000,1282420.370000,'CV. DELIMA MANDIRI/RV-300 12V/CIM 1083390/TOYOTA HILUX RANGGA/0390297  06883','101KM260100021'
'101KM260100021','2026-01-08 00:00:00.000','102-102',0.000000,104095.000000,'CV. DELIMA MANDIRI/RV-300 12V/CIM 1083390/TOYOTA HILUX RANGGA/0390297  06883','101KM260100021'
'101260100005','2026-01-08 00:00:00.000','102-020',201915420.190000,0.000000,'CIM1083197 PT. TIRTAMAS COLDTRANS                             UNIT  KE-1','101260100005'
'101260100005','2026-01-08 00:00:00.000','102-001',0.000000,201915420.190000,'CIM1083197 PT. TIRTAMAS COLDTRANS                             UNIT  KE-1','101260100005'
'101KM260100022','2026-01-08 00:00:00.000','102-110',0.000000,1834116.270000,'PT. BEKERJA SEPENUH HATI/FTS-100 12V/001TAM090126/NEW CARRY/286716  06898','101KM260100022'
'101KM260100022','2026-01-08 00:00:00.000','102-102',0.000000,90467.500000,'PT. BEKERJA SEPENUH HATI/FTS-100 12V/001TAM090126/NEW CARRY/286716  06898','101KM260100022'
'101BTB260100002','2026-01-08 00:00:00.000','102-102',12000000.000000,0.000000,'(SPARE PARTS THERMO KING LOKAL) MITRA MAJU COOL 0801/MMC/I/2026','101BTB260100002'
'10103260100006','2026-01-08 00:00:00.000','102-001',0.000000,34649470.030000,'TR-UNIT TRUCK THERMO KING','10103260100006'
'10103260100007','2026-01-08 00:00:00.000','102-001',0.000000,34649470.030000,'TR-UNIT TRUCK THERMO KING','10103260100007'
'101BTB260100009','2026-01-08 00:00:00.000','102-110',8700000.000000,0.000000,'(LOKAL) ALBERT AL3847','101BTB260100009'
'10101260100008','2026-01-08 00:00:00.000','102-110',0.000000,295833.260000,'L-LOKAL','10101260100008'
'10101260100008','2026-01-08 00:00:00.000','102-110',0.000000,82721.550000,'L-LOKAL','10101260100008'
'10101260100008','2026-01-08 00:00:00.000','102-110',0.000000,381111.020000,'L-LOKAL','10101260100008'
'10101260100008','2026-01-08 00:00:00.000','102-110',0.000000,41017.740000,'L-LOKAL','10101260100008'
'10101260100008','2026-01-08 00:00:00.000','102-110',0.000000,526682.160000,'L-LOKAL','10101260100008'
'10101260100008','2026-01-08 00:00:00.000','102-102',0.000000,130647.000000,'TL-SPARE PARTS THERMO KING LOKAL','10101260100008'
'10101260100008','2026-01-08 00:00:00.000','102-101',0.000000,370141.260000,'TS-SPARE PARTS THERMO KING','10101260100008'
'10101260100008','2026-01-08 00:00:00.000','102-101',0.000000,663140.360000,'TS-SPARE PARTS THERMO KING','10101260100008'
'10101260100009','2026-01-08 00:00:00.000','102-201',0.000000,50234.490000,'MT-MATERIAL TAMBAHAN','10101260100009'
'10101260100009','2026-01-08 00:00:00.000','102-110',0.000000,351121.440000,'L-LOKAL','10101260100009'
'10101260100009','2026-01-08 00:00:00.000','102-102',0.000000,43549.000000,'TL-SPARE PARTS THERMO KING LOKAL','10101260100009'
'10101260100009','2026-01-08 00:00:00.000','102-101',0.000000,528213.030000,'TS-SPARE PARTS THERMO KING','10101260100009'
'10101260100010','2026-01-08 00:00:00.000','102-110',0.000000,295833.260000,'L-LOKAL','10101260100010'
'10101260100010','2026-01-08 00:00:00.000','102-110',0.000000,82721.550000,'L-LOKAL','10101260100010'
'10101260100010','2026-01-08 00:00:00.000','102-110',0.000000,41017.740000,'L-LOKAL','10101260100010'
'10101260100010','2026-01-08 00:00:00.000','102-110',0.000000,526682.160000,'L-LOKAL','10101260100010'
'10101260100010','2026-01-08 00:00:00.000','102-102',0.000000,130647.000000,'TL-SPARE PARTS THERMO KING LOKAL','10101260100010'
'10101260100010','2026-01-08 00:00:00.000','102-101',0.000000,1889975.190000,'TS-SPARE PARTS THERMO KING','10101260100010'
'10101260100010','2026-01-08 00:00:00.000','102-101',0.000000,663140.360000,'TS-SPARE PARTS THERMO KING','10101260100010'
'10101260100010','2026-01-08 00:00:00.000','102-101',0.000000,5316287.840000,'TS-SPARE PARTS THERMO KING','10101260100010'
'101KP260100003','2026-01-08 00:00:00.000','102-101',512982.560000,0.000000,'TAM MULYO SERASI AUTO  015A','101KP260100003'
'10203260100006','2026-01-08 00:00:00.000','102-020',0.000000,34649470.030000,'101251200068 KREASI SEJUK SARANA                             UNIT KE1','10203260100006'
'10203260100006','2026-01-08 00:00:00.000','102-001',34649470.030000,0.000000,'101251200068 KREASI SEJUK SARANA                             UNIT KE1','10203260100006'
'10203260100007','2026-01-08 00:00:00.000','102-020',0.000000,34649470.030000,'101260100001 CV. KREASI SEJUK SARANA                        UNIT KE-2','10203260100007'
'10203260100007','2026-01-08 00:00:00.000','102-001',34649470.030000,0.000000,'101260100001 CV. KREASI SEJUK SARANA                        UNIT KE-2','10203260100007'
'101KM260100003','2026-01-08 00:00:00.000','102-110',0.000000,299999.890000,'CV. MAKMUR JAYA SV-600 24V  07.2601010','101KM260100003'
'101KM260100003','2026-01-08 00:00:00.000','102-101',0.000000,6489930.550000,'CV. MAKMUR JAYA SV-600 24V  07.2601010','101KM260100003'
'101KM260100004','2026-01-08 00:00:00.000','102-101',0.000000,449028.880000,'PT. FAJAR MULA ABADI SV-400 12V  07.2601009','101KM260100004'
'10102260100008','2026-01-08 00:00:00.000','102-110',0.000000,240091.430000,'L-LOKAL','10102260100008'
'10102260100008','2026-01-08 00:00:00.000','102-110',0.000000,915401.510000,'L-LOKAL','10102260100008'
'10102260100008','2026-01-08 00:00:00.000','102-101',0.000000,1889975.190000,'TS-SPARE PARTS THERMO KING','10102260100008'
'10102260100009','2026-01-08 00:00:00.000','102-110',0.000000,800000.000000,'L-LOKAL','10102260100009'
'10102260100010','2026-01-09 00:00:00.000','102-102',0.000000,97152.290000,'TL-SPARE PARTS THERMO KING LOKAL','10102260100010'
'10102260100010','2026-01-09 00:00:00.000','102-101',0.000000,41568.840000,'TS-SPARE PARTS THERMO KING','10102260100010'
'10102260100010','2026-01-09 00:00:00.000','102-101',0.000000,63044.220000,'TS-SPARE PARTS THERMO KING','10102260100010'
'101BTB260100020','2026-01-09 00:00:00.000','102-110',200000.000000,0.000000,'(LOKAL) PT. THERMO ASRI MANDIRI 008/FK-TAM/I/2026','101BTB260100020'
'101BTB260100031','2026-01-09 00:00:00.000','102-201',144000.000000,0.000000,'(MATERIAL TAMBAHAN) H-TECH 15916 ','101BTB260100031'
'101BTB260100031','2026-01-09 00:00:00.000','102-110',4200000.000000,0.000000,'(LOKAL) H-TECH 15916 ','101BTB260100031'
'101BTB260100031','2026-01-09 00:00:00.000','102-101',4200000.000000,0.000000,'(SPARE PARTS THERMO KING) H-TECH 15916 ','101BTB260100031'
'10101260100012','2026-01-09 00:00:00.000','102-110',0.000000,77746.550000,'L-LOKAL','10101260100012'
'10101260100012','2026-01-09 00:00:00.000','102-110',0.000000,526682.160000,'L-LOKAL','10101260100012'
'10101260100012','2026-01-09 00:00:00.000','102-110',0.000000,300000.020000,'L-LOKAL','10101260100012'
'10101260100012','2026-01-09 00:00:00.000','102-103',0.000000,10.000000,'NDS-SPARE PART NORDIC','10101260100012'
'10101260100012','2026-01-09 00:00:00.000','102-102',0.000000,130647.000000,'TL-SPARE PARTS THERMO KING LOKAL','10101260100012'
'10101260100013','2026-01-09 00:00:00.000','102-110',0.000000,41017.740000,'L-LOKAL','10101260100013'
'10101260100013','2026-01-09 00:00:00.000','102-110',0.000000,526682.160000,'L-LOKAL','10101260100013'
'10101260100013','2026-01-09 00:00:00.000','102-102',0.000000,152421.500000,'TL-SPARE PARTS THERMO KING LOKAL','10101260100013'
'10101260100013','2026-01-09 00:00:00.000','102-101',0.000000,663140.360000,'TS-SPARE PARTS THERMO KING','10101260100013'
'101KM260100112','2026-01-09 00:00:00.000','102-101',0.000000,6992826.450000,'INTERN, MUTASI STOK SPAREPART KE NDS.005011050  KBS2601/007','101KM260100112'
'101KM260100113','2026-01-09 00:00:00.000','102-101',0.000000,961639.170000,'PERL. UNIT SV-600 24V ADHIKHARISMA   KBS2601/006','101KM260100113'
'101KP260100001','2026-01-09 00:00:00.000','102-103',40.000000,0.000000,'INTERN, MUTASI STOCK DARI TS.110113074  017','101KP260100001'
'101KP260100002','2026-01-09 00:00:00.000','102-101',20.000000,0.000000,'TRANE INDONESIA   016','101KP260100002'
'101KM260100001','2026-01-09 00:00:00.000','102-110',0.000000,467499.890000,'PT. INTINIAGA TUNAS SEJAHTERA SV-400 12V  07.2601012','101KM260100001'
'101KM260100002','2026-01-09 00:00:00.000','102-101',0.000000,1152485.470000,'PT. FAJAR MULA ABADI SV-400 12V  07.2601011','101KM260100002'
'101260100011','2026-01-12 00:00:00.000','102-020',34649470.030000,0.000000,'CIM1084299 UNIT ONLY','101260100011'
'101260100011','2026-01-12 00:00:00.000','102-001',0.000000,34649470.030000,'CIM1084299 UNIT ONLY','101260100011'
'10102260100011','2026-01-12 00:00:00.000','102-101',0.000000,1147021.470000,'TS-SPARE PARTS THERMO KING','10102260100011'
'10102260100011','2026-01-12 00:00:00.000','102-101',0.000000,4176745.720000,'TS-SPARE PARTS THERMO KING','10102260100011'
'101260100009','2026-01-12 00:00:00.000','102-020',34649470.030000,0.000000,'CIM1084290 UNIT ONLY','101260100009'
'101260100009','2026-01-12 00:00:00.000','102-001',0.000000,34649470.030000,'CIM1084290 UNIT ONLY','101260100009'
'101260100008','2026-01-12 00:00:00.000','102-020',34649470.030000,0.000000,'CIM1076031 UNIT ONLY','101260100008'
'101260100008','2026-01-12 00:00:00.000','102-001',0.000000,34649470.030000,'CIM1076031 UNIT ONLY','101260100008'
'101260100007','2026-01-12 00:00:00.000','102-020',211206845.080000,0.000000,'CIM1088562 PT. MODERN PRIMA TRANSPORTASI                     UNIT KE-7','101260100007'
'101260100007','2026-01-12 00:00:00.000','102-001',0.000000,211206845.080000,'CIM1088562 PT. MODERN PRIMA TRANSPORTASI                     UNIT KE-7','101260100007'
'101260100006','2026-01-12 00:00:00.000','102-020',35339050.590000,0.000000,'CIM1086236 SURYA INDAH PRATAMA     ','101260100006'
'101260100006','2026-01-12 00:00:00.000','102-001',0.000000,35339050.590000,'CIM1086236 SURYA INDAH PRATAMA     ','101260100006'
'101260100010','2026-01-12 00:00:00.000','102-020',34649470.030000,0.000000,'CIM1084291 UNIT ONLY','101260100010'
'101260100010','2026-01-12 00:00:00.000','102-001',0.000000,34649470.030000,'CIM1084291 UNIT ONLY','101260100010'
'101KM260100023','2026-01-12 00:00:00.000','102-110',0.000000,1398500.000000,'PT. MODERN PRIMA TRANSPORTASI KE-7/T-1080 PRO/CIM 1088562/HINO FL/18063  06764','101KM260100023'
'101KM260100084','2026-01-12 00:00:00.000','102-101',0.000000,2706646.090000,'PT. HASIL LAUT SIBOLGA T-1200  07.2601016','101KM260100084'
'101KM260100085','2026-01-12 00:00:00.000','102-101',0.000000,2706646.090000,'PT. GIANT TRANSPORTASI T-1200  07.2601015','101KM260100085'
'101KM260100086','2026-01-12 00:00:00.000','102-101',0.000000,3311093.750000,'CARLOSINDO RV-300 12V  07.2601014','101KM260100086'
'101KM260100087','2026-01-12 00:00:00.000','102-101',0.000000,325978.300000,'PT. SUMBER KAHAYAN SV-400 12V  07.2601013','101KM260100087'
'10103260100008','2026-01-12 00:00:00.000','102-001',0.000000,27165189.600000,'TR-UNIT TRUCK THERMO KING','10103260100008'
'10103260100009','2026-01-12 00:00:00.000','102-001',0.000000,34649470.030000,'TR-UNIT TRUCK THERMO KING','10103260100009'
'10103260100010','2026-01-12 00:00:00.000','102-001',0.000000,34649470.030000,'TR-UNIT TRUCK THERMO KING','10103260100010'
'10103260100011','2026-01-12 00:00:00.000','102-001',0.000000,34649470.030000,'TR-UNIT TRUCK THERMO KING','10103260100011'
